Date,LST_Day_1km_Dhaka,LST_Night_1km_Dhaka,LST_Day_1km_Rajshahi,LST_Night_1km_Rajshahi,LST_Day_1km_Chattogram,LST_Night_1km_Chattogram,LST_Day_1km_Sylhet,LST_Night_1km_Sylhet,LST_Day_1km_Khulna,LST_Night_1km_Khulna,LST_Day_1km_Barishal,LST_Night_1km_Barishal,LST_Day_1km_Rangpur,LST_Night_1km_Rangpur,LST_Day_1km_Mymensingh,LST_Night_1km_Mymensingh,LST_Day_1km_Bagerhat,LST_Night_1km_Bagerhat,LST_Day_1km_Bandarban,LST_Night_1km_Bandarban,LST_Day_1km_Barguna,LST_Night_1km_Barguna,LST_Day_1km_Bhola,LST_Night_1km_Bhola,LST_Day_1km_Bogura,LST_Night_1km_Bogura,LST_Day_1km_Brahmanbaria,LST_Night_1km_Brahmanbaria,LST_Day_1km_Chapainababganj,LST_Night_1km_Chapainababganj,LST_Day_1km_Chuadanga,LST_Night_1km_Chuadanga,LST_Day_1km_Cumilla,LST_Night_1km_Cumilla,LST_Day_1km_Dinajpur,LST_Night_1km_Dinajpur,LST_Day_1km_Faridpur,LST_Night_1km_Faridpur,LST_Day_1km_Gazipur,LST_Night_1km_Gazipur,LST_Day_1km_Gopalganj,LST_Night_1km_Gopalganj,LST_Day_1km_Habiganj,LST_Night_1km_Habiganj,LST_Day_1km_Jamalpur,LST_Night_1km_Jamalpur,LST_Day_1km_Jashore,LST_Night_1km_Jashore,LST_Day_1km_Jhalokati,LST_Night_1km_Jhalokati,LST_Day_1km_Jhenaidah,LST_Night_1km_Jhenaidah,LST_Day_1km_Khagrachhari,LST_Night_1km_Khagrachhari,LST_Day_1km_Kishoreganj,LST_Night_1km_Kishoreganj,LST_Day_1km_Kurigram,LST_Night_1km_Kurigram,LST_Day_1km_Kushtia,LST_Night_1km_Kushtia,LST_Day_1km_Lakshmipur,LST_Night_1km_Lakshmipur,LST_Day_1km_Lalmonirhat,LST_Night_1km_Lalmonirhat,LST_Day_1km_Madaripur,LST_Night_1km_Madaripur,LST_Day_1km_Magura,LST_Night_1km_Magura,LST_Day_1km_Manikganj,LST_Night_1km_Manikganj,LST_Day_1km_Meherpur,LST_Night_1km_Meherpur,LST_Day_1km_Moulvibazar,LST_Night_1km_Moulvibazar,LST_Day_1km_Munshiganj,LST_Night_1km_Munshiganj,LST_Day_1km_Naogaon,LST_Night_1km_Naogaon,LST_Day_1km_Narail,LST_Night_1km_Narail,LST_Day_1km_Narayanganj,LST_Night_1km_Narayanganj,LST_Day_1km_Narsingdi,LST_Night_1km_Narsingdi,LST_Day_1km_Natore,LST_Night_1km_Natore,LST_Day_1km_Netrakona,LST_Night_1km_Netrakona,LST_Day_1km_Nilphamari,LST_Night_1km_Nilphamari,LST_Day_1km_Noakhali,LST_Night_1km_Noakhali,LST_Day_1km_Pabna,LST_Night_1km_Pabna,LST_Day_1km_Panchagarh,LST_Night_1km_Panchagarh,LST_Day_1km_Patuakhali,LST_Night_1km_Patuakhali,LST_Day_1km_Pirojpur,LST_Night_1km_Pirojpur,LST_Day_1km_Rajbari,LST_Night_1km_Rajbari,LST_Day_1km_Rangamati,LST_Night_1km_Rangamati,LST_Day_1km_Satkhira,LST_Night_1km_Satkhira,LST_Day_1km_Sherpur,LST_Night_1km_Sherpur,LST_Day_1km_Sirajganj,LST_Night_1km_Sirajganj,LST_Day_1km_Sunamgan,LST_Night_1km_Sunamgan,LST_Day_1km_Tangail,LST_Night_1km_Tangail,LST_Day_1km_Thakurgaon,LST_Night_1km_Thakurgaon
"Jul 20, 2010",26.325,26.13,26.285,26.157,27.398,,27.976,27.433,24.1,25.599,25.125,26.347,24.61,25.775,24.512,26.878,24.311,25.593,,,24.246,24.064,25.226,,25.709,26.604,26.317,,28.275,25.461,25.565,,27.806,26.178,,26.831,24.454,25.63,26.973,26.06,26.973,26.06,26.69,27.295,26.618,27.352,25.55,25.161,23.589,25.893,26.413,,26.854,,25.524,26.391,27.08,26.99,24.156,25.609,22.824,26.219,22.975,26.788,25.379,26.528,,,23.504,24.097,28.396,25.369,26.832,26.783,24.83,26.594,29.444,26.443,24.984,26.338,27.365,,26.991,,26.547,26.524,26.726,27.451,24.019,26.702,23.5,,14.409,26.427,,26.929,23.891,,24.773,25.638,25.281,,23.91,,25.015,25.513,26.364,26.783,22.644,26.444,28.081,27.941,22.513,25.938,,27.143
"Jul 28, 2010",29.85,,29.304,25.577,29.564,23.15,28.643,,27.747,,27.358,,28.283,,30.611,,27.071,,27.746,,27.272,,27.672,,28.454,,29.187,,27.544,,28.948,,29.628,,29.88,,28.811,,30.197,,30.197,,28.92,,28.077,,28.459,,27.601,,27.676,,28.675,,28.369,,27.085,,29.015,,28.419,,28.037,,28.426,,29.62,,28.726,,30.485,,29.555,,29.003,,29.112,,28.157,,30.235,,30.11,,29.176,25.32,28.287,,28.57,,29.421,23.15,28.999,26.24,,,27.607,,28.026,,29.127,,27.941,,27.835,,30.583,,28.172,26.077,28.075,,28.534,25.353,,
"Aug 5, 2010",29.912,25.57,32.545,25.473,28.271,22.073,28.426,27.552,29.29,24.946,28.074,25.735,30.558,26.359,30.114,26.317,28.974,25.524,27.096,,28.651,25.572,26.246,24.984,28.943,25.94,27.157,26.241,30.005,25.07,32.324,,28.701,25.956,33.07,26.256,29.475,25.305,29.629,25.334,29.629,25.334,27.173,26.893,28.849,25.909,29.019,,28.451,,32.17,,26.877,24.274,26.974,27.146,28.373,26.757,31.572,24.972,27.407,25.714,30.782,26.393,29.014,26.044,32.452,,29.169,,34.441,,27.108,26.564,28.413,25.772,32.196,25.912,29.427,25.223,29.688,26.126,28.5,25.692,31.538,25.535,27.372,27.436,29.921,26.315,27.631,25.371,30.117,25.442,33.076,26.41,27.387,25.828,27.882,25.762,30.656,,26.727,23.708,29.725,,29.941,26.22,28.348,25.955,27.896,27.868,29.179,25.305,33.071,26.576
"Aug 13, 2010",,,27.395,,25.355,,16.973,,28.636,,,,,,,20.035,27.008,,28.507,,,,26.696,,,,23.245,,27.786,,22.221,,,,,,26.457,,,,,,22.088,,,,27.585,,25.891,,25.701,,23.001,,21.601,20.096,,,25.276,,,,28.317,,,,,,,,22.297,,21.629,,,,,,27.785,,,,,,,,,20.814,28.466,,,,,,,,,,,,27.981,,25.682,,29.445,,,,,,22.49,20.407,,,,
"Aug 21, 2010",28.413,,24.78,21.495,28.185,,27.798,,25.201,,25.529,,,23.216,,,25.572,,27.629,,29.791,,27.528,,,20.285,24.345,,25.093,22.102,28.255,,27.887,,,,26.572,,,,,,24.432,,,22.517,25.304,,25.951,,27.743,,27.306,,21.847,,,22.964,26.288,,13.973,,,22.945,,,29.047,,25.997,,29.524,,,,,,25.464,21.944,27.609,,,,,,27.03,,17.861,,,21.901,25.577,,26.092,26.255,,,28.197,,,,25.591,,26.71,,25.886,,,,24.791,,19.293,,25.51,,,
"Aug 29, 2010",24.671,26.67,28.828,,27.374,24.93,26.486,,27.49,26.223,24.808,25.901,29.004,,29.152,27.614,25.027,24.218,27.45,,26.426,25.753,26.474,26.065,27.489,,25.215,27.09,27.469,,31.127,,24.024,26.357,28.39,25.072,23.263,26.433,27.585,25.143,27.585,25.143,25.766,,26.816,24.946,24.424,25.741,27.224,25.996,27.073,,27.922,23.583,22.722,,28.019,,28.048,,24.782,26.078,28.423,20.947,24.293,26.732,,,24.28,26.324,34.91,,26.996,,25.363,26.415,28.42,,20.65,,22.936,26.804,26.176,27.017,27.773,,24.106,25.876,28.11,20.828,25.561,25.852,26.499,,28.732,,26.147,25.991,24.668,26.13,24.312,,26.414,24.655,27.922,26.396,27.315,,24.675,,22.837,25.283,25.33,25.41,28.647,24.971
"Sep 6, 2010",26.927,25.67,27.338,25.736,26.459,,27.163,,23.963,25.857,24.667,26.16,25.346,,25.508,25.521,22.726,25.817,24.986,,26.007,26.263,25.936,25.549,26.335,25.562,24.635,,26.049,25.762,17.55,25.041,23.825,,27.125,25.132,24.981,26.009,22.397,25.205,22.397,25.205,26.628,,26.371,25.789,25.628,25.279,25.633,26.399,23.856,25.017,24.951,,22.728,24.846,25.728,,22.303,25.604,27.172,,27.683,22.89,25.704,26.187,26.157,25.176,25.589,26.33,24.828,25.212,25.327,,24.605,25.867,27.314,25.898,26.564,25.986,22.896,,23.288,,25.924,25.904,24.947,25.55,28.238,22.41,26.275,25.54,26.921,25.981,28.404,,26.547,26.141,26.778,25.747,23.532,25.616,24.76,20.427,24.952,25.864,19.692,25.713,26.164,25.845,24.745,,25.967,25.193,27.965,
"Sep 14, 2010",28.213,,26.712,,28.716,,,,27.234,24.34,25.933,,26.983,,27.028,,26.436,,26.894,,25.295,,25.649,,25.835,,28.044,,27.336,,26.42,25.014,26.068,,27.775,,26.958,,26.976,,26.976,,27.177,,24.794,,26.584,,23.027,,23.885,24.008,27.28,,27.044,,27.184,,25.806,24.217,25.183,,27.317,,25.135,,23.976,,25.941,,,,27.687,,26.326,,27.484,,27.46,,27.222,,27.787,,27.381,,27.414,,27.547,25.408,22.721,25.315,26.94,26.288,27.056,25.494,24.958,,27.221,,25.827,25.995,27.113,,27.392,25.452,19.54,,24.785,24.83,24.078,,26.62,25.899,27.359,25.389
"Sep 22, 2010",28.652,25.699,29.379,25.589,27.644,22.831,26.747,25.755,27.544,26.043,26.912,25.388,27.547,24.985,27.192,25.817,27.333,25.435,26.651,20.303,27.875,25.441,26.834,25.063,27.781,25.631,26.699,26.827,29.842,25.575,29.409,25.029,27.187,25.965,28.424,24.347,27.534,26.292,27.953,25.421,27.953,25.421,26.839,25.823,27.918,25.466,27.617,25.783,26.618,25.559,28.938,25.309,25.265,21.728,26.207,26.676,26.25,25.249,28.381,25.781,26.26,24.804,28.136,25.211,28.608,26.561,28.836,25.56,27.156,26.132,30.124,24.937,26.881,24.967,27.846,25.946,29.065,25.084,27.131,26.42,29.081,26.202,27.848,25.993,28.994,26.225,26.434,26.356,27.717,25.044,25.863,24.818,27.751,26.727,28.432,25.266,27.032,25.629,26.938,25.479,26.833,26.447,26.436,22.235,27.572,26.145,27.383,25.038,27.302,26.304,26.465,26.615,27.513,25.646,28.306,24.409
"Sep 30, 2010",31.343,25.91,31.116,24.68,29.819,25.182,29.134,26.12,28.85,26.174,28.959,26.231,28.825,24.091,29.547,24.55,28.987,25.958,28.913,22.772,29.085,25.752,28.629,25.965,30.015,24.814,29.177,26.843,29.936,24.961,31.69,23.846,29.297,26.137,28.214,24.04,29.925,25.957,30.457,25.193,30.457,25.193,29.2,25.903,30.336,24.79,30.046,25.184,30.205,25.886,30.663,24.347,29.446,23.446,28.838,26.47,28.176,23.345,30.955,24.412,28.887,25.919,28.726,23.76,30.173,26.756,30.815,24.986,29.723,26.028,32.933,23.543,29.316,25.396,29.354,26.144,29.425,25.026,30.185,25.98,30.333,26.299,29.779,25.995,31.225,25.081,28.953,25.286,27.924,23.596,29.402,26.269,30.149,26.036,29.451,23.991,28.756,25.889,29.734,25.853,30.004,25.503,28.904,23.57,29.047,25.961,29.79,24.34,29.992,25.824,28.497,26.075,30.124,25.062,28.513,23.503
"Oct 8, 2010",28.853,24.921,29.478,23.655,29.207,23.079,27.732,24.213,27.641,24.524,28.376,24.229,27.105,19.37,28.142,24.636,27.638,24.418,27.505,22.11,27.758,25.69,25.657,25.052,28.485,23.044,27.944,24.157,28.04,22.949,29.993,23.484,28.418,24.554,27.702,20.441,28.738,24.959,28.352,24.587,28.352,24.587,29.113,23.624,29.586,23.437,28.706,24.217,28.903,24.803,28.946,24.132,29.022,23.544,27.593,25.433,28.449,20.186,29.259,23.859,27.601,24.981,28.019,20.271,28.917,23.886,29.256,24.629,29.101,24.707,30,22.405,27.833,23.475,27.667,24.114,28.249,23.198,28.393,24.351,28.015,24.207,28.392,24.081,29.494,24.058,27.169,25.203,27.963,21.102,27.646,25.567,28.791,25.012,29.429,21.476,26.98,24.949,27.571,24.764,28.793,24.71,28.154,23.374,27.964,24.464,29.815,23.492,28.681,24.695,26.693,25.534,28.241,24.524,28.662,20.813
"Oct 16, 2010",30.907,24.918,29.521,24.154,28.03,23.927,29.718,25.865,28.021,25.107,27.942,24.42,28.729,23.064,29.138,24.326,27.9,24.297,26.893,20.293,27.577,24.458,26.986,24.627,29.18,23.684,29.105,25.87,28.154,23.893,31.909,22.878,28.513,24.612,28.835,22.81,30.407,25.065,29.926,24.977,29.926,24.977,28.881,25.568,30.138,23.982,30.232,24.993,27.611,24.082,30.915,24.129,27.846,22.611,28.264,26.456,28.916,22.966,30.382,24.273,27.272,24.7,28.865,22.77,30.399,24.502,30.883,24.709,30.248,24.526,32.269,23.343,28.733,25.188,29.579,25.057,29.17,23.817,30.034,24.791,30.877,25.392,29.443,25.648,29.998,24.457,29.156,25.285,28.892,22.457,27.075,25.182,30.007,25.131,29.484,22.451,26.751,24.921,27.842,24.227,29.751,24.979,27.049,21.54,28.777,25.6,29.351,23.426,29.738,24.506,28.651,26.295,29.475,24.203,29.368,22.612
"Oct 24, 2010",29.914,23.417,29.162,22.771,27.776,22.578,28.847,23.429,27.843,24.607,28.26,23.375,28.491,22.031,28.589,22.825,27.894,24.332,26.711,21.719,27.721,24.051,27.31,23.59,28.436,22.138,29.512,24.499,29.093,22.412,30.913,22.145,29.192,23.614,28.902,21.61,29.245,23.021,28.912,23.006,28.912,23.006,29.199,23.421,29.086,22.756,29.118,23.007,27.967,23.007,29.642,22.2,27.432,21.501,28.133,24.924,28.329,22.889,29.038,22.256,28.118,23.536,28.711,22.306,29.914,23.724,29.249,22.912,29.503,22.821,30.691,21.662,28.272,22.842,29.054,23.495,28.436,22.417,28.793,24.227,29.557,23.941,28.861,23.43,29.157,22.646,28.933,23.929,28.913,21.978,27.952,23.607,28.903,23.381,29.197,22.023,27.498,24.022,27.984,23.572,28.6,22.72,26.352,22.278,28.135,24.425,28.769,22.327,28.549,23.306,28.168,24.997,28.592,22.808,29.227,21.429
"Nov 1, 2010",29.852,23.08,29.605,21.457,28.529,23.177,29.203,23.134,26.606,23.665,26.988,23.397,28.017,20.386,28.259,21.95,26.387,23.203,27.092,20.961,26.256,23.193,26.491,23.42,28.761,21.139,28.634,23.783,28.059,20.967,30.214,21.182,28.162,23.504,27.914,20.019,29.462,22.557,28.449,22.674,28.449,22.674,28.514,23.041,29.084,21.579,28.603,21.852,26.353,23.009,30.002,21.232,27.862,21.882,27.861,23.53,27.868,20.992,28.89,21.495,27.142,23.422,28.149,20.136,29.262,23.015,29.667,21.982,29.764,22.528,30.112,20.965,28.447,22.669,28.405,23.403,28.295,21.28,28.109,23.005,28.912,23.72,27.788,23.002,29.562,21.395,28.142,22.742,27.807,19.961,28.124,23.808,29.399,22.632,28.366,19.864,26.306,23.46,26.648,22.862,28.995,22.456,26.875,22.658,26.936,23.548,28.735,21.222,29.281,22.154,27.449,24.239,28.873,22.138,28.72,19.598
"Nov 9, 2010",29.965,21.05,29.96,20.344,27.866,20.374,28.095,21.003,27.57,22.796,27.415,21.956,27.895,19.137,27.747,20.233,27.379,22.247,26.271,19.536,27.555,21.76,27.153,22.049,28.377,19.629,28.815,21.595,28.859,20.191,30.965,20.225,28.173,21.215,28.652,18.802,30.26,20.844,28.103,20.765,28.103,20.765,28.311,21.128,28.281,19.95,29.849,21.194,27.18,21.487,30.782,20.151,26.306,18.947,27.842,22.287,27.352,19.763,29.912,20.411,27.269,21.724,28.188,19.053,29.5,21.416,30.714,20.357,30.026,20.637,31.434,20.121,27.588,20.665,28.937,21.581,28.818,19.84,29.425,21.778,29.391,21.621,28.029,21.076,29.95,20.156,28.045,21.266,28.228,18.728,27.474,21.642,29.948,20.752,28.351,19.009,27.552,21.875,27.333,21.717,30.053,20.644,25.796,20.236,28.379,22.753,27.879,19.581,29.091,20.44,27.148,23.014,28.695,19.965,29.121,18.773
"Nov 17, 2010",27.468,18.077,27.374,17.177,26.619,18.525,26.202,18.225,25.409,20.91,25.682,19.797,25.628,16.243,25.059,17.552,25.175,20.433,25.304,17.907,25.741,20.111,26.015,20.361,26.322,17.418,26.261,18.306,26.608,16.685,27.986,17.63,26.331,17.575,25.898,15.975,27.481,18.505,25.456,18.278,25.456,18.278,26.326,18.283,25.672,17.46,26.957,18.794,25.122,19.411,28.342,17.85,24.479,17.42,25.308,19.605,25.666,16.931,27.041,17.906,25.761,19.585,25.977,16.13,27.321,18.887,28.138,18.221,27.531,18.508,28.048,17.118,25.97,17.838,26.897,19.202,26.683,16.688,26.868,19.133,27.564,18.723,25.327,18.19,27.208,17.217,25.449,18.33,25.544,15.426,26.243,19.168,27.28,18.146,25.53,15.728,26.062,20.361,25.288,19.576,28.05,18.629,24.52,18.424,26.105,20.776,25.291,17.376,26.314,17.948,24.76,20.247,26.017,17.492,26.144,15.454
"Nov 25, 2010",26.478,17.417,25.859,16.527,25.895,18.59,26.016,18.402,24.29,20.516,24.056,18.905,25.219,16.117,25.728,16.916,23.971,19.697,24.495,18.09,24.826,18.945,24.778,19.756,25.51,16.288,26.591,18.168,24.854,15.982,26.297,17.187,26.379,17.972,25.453,15.708,26.66,17.281,25.461,17.403,25.461,17.403,26.331,18.219,25.466,16.483,26.036,18.338,23.605,18.282,26.806,17.093,24.454,17.593,25.637,18.761,25.133,16.978,25.717,17.005,24.788,18.829,25.774,16.316,26.546,17.66,26.869,16.859,26.266,17.152,26.109,17.086,25.341,17.945,25.87,18.187,25.076,16.158,25.657,18.106,26.735,18.349,25.863,17.733,26.115,16.289,26.284,18.011,25.379,15.987,25.599,18.815,26.156,16.877,25.278,16.344,24.874,19.24,24.068,18.63,26.443,17.266,23.767,18.691,24.922,20.62,25.83,16.361,25.279,16.826,24.932,20.096,25.458,16.589,25.398,15.648
"Dec 3, 2010",26.912,16.759,25.893,16.019,26.987,18.654,26.07,17.427,23.659,18.311,24.072,17.524,24.735,15.831,26.006,16.069,24.389,17.49,24.935,18.831,24.376,16.664,25.385,18.311,26.092,15.379,26.421,17.636,25.168,15.099,25.687,15.031,26.321,17.262,25.582,15.29,27.049,16.113,25.731,16.653,25.731,16.653,25.764,17.56,25.978,15.701,25.027,15.933,23.34,16.362,27.023,14.994,25.436,17.012,24.854,17.821,23.858,15.97,25.422,15.754,24.237,17.724,24.723,14.817,25.571,16.64,27.799,15.636,26.285,16.242,25.854,15.554,25.949,16.975,25.179,17.287,26.032,15.745,25.814,16.646,26.183,17.633,25.965,17.03,26.423,15.538,26.155,17.087,24.63,15.213,25.743,18.211,25.92,15.992,25.199,14.94,25.056,17.307,24.093,16.657,26.786,16.158,24.224,18.826,24.037,18.409,26.293,16.283,25.468,15.469,24.726,19.085,25.909,15.779,26.18,14.516
"Dec 11, 2010",24.142,14.913,22.589,13.894,23.998,15.597,23.822,15.85,22.766,16.916,23.131,15.565,22.895,12.774,23.996,14.704,22.515,15.815,22.573,15.658,24.075,15.036,23.532,16.59,23.523,13.689,24.055,15.899,23.057,13.053,22.819,14.068,24.367,15.37,23.791,12.149,23.352,14.67,23.641,15.219,23.641,15.219,24.117,15.775,23.243,13.755,23.174,15.462,23.216,14.712,23.086,14.236,22.399,14.257,23.679,16.173,22.691,13.612,22.458,14.382,23.14,15.881,23.147,12.941,23.805,14.811,23.163,14.585,22.894,14.247,22.905,14.046,23.34,15.283,23.816,15.181,23.913,13.23,23.531,15.513,24.097,16.118,23.9,15.422,23.569,13.93,24.314,15.265,23.005,12.643,23.915,16.009,23.164,14.613,23.325,12.886,24.146,15.877,23.156,15.082,22.71,14.825,21.783,16.057,23.015,16.884,24.063,13.746,22.917,14.223,23.117,17.286,23.411,14.188,23.739,11.74
"Dec 19, 2010",22.45,13.05,21.474,11.027,24.009,13.554,23.092,14.967,21.495,15.026,21.92,14,22.312,12.304,22.696,14.176,21.219,14.42,22.218,12.836,22.933,13.272,22.414,14.715,21.801,12.102,22.852,14.417,21.423,10.318,21.83,10.87,23.1,13.628,21.787,11.484,22.098,12.161,22.224,13.958,22.224,13.958,22.919,14.803,22.29,12.778,22.266,12.52,22.337,12.766,22.243,11.233,22.378,12.538,22.443,15.523,22.09,13.065,21.094,11.354,21.981,14.231,22.508,12.616,22.407,12.604,22.213,11.707,21.393,12.181,21.715,10.842,22.547,14.333,22.526,13.098,21.308,11.148,22.042,13.154,22.804,14.447,22.495,14.304,21.598,11.228,23.084,15.108,21.67,12.338,22.813,13.916,21.326,11.978,21.871,12.245,22.885,13.739,22.114,13.368,21.472,12.239,21.527,13.847,22.069,15.036,22.96,13.316,21.249,12.329,22.065,16.466,21.951,12.601,21.84,11.272
"Dec 27, 2010",23.359,12.95,22.128,11.129,24.403,14.101,23.107,14.3,21.294,14.987,21.397,14.18,22.592,12.447,22.954,13.807,20.873,14.389,22.638,13.486,22.128,13.157,21.89,15.006,22.873,12.351,23.378,14.329,22.347,10.849,22.634,10.41,23.397,13.8,22.481,11.752,22.954,12.233,22.839,13.884,22.839,13.884,23.252,14.611,23.102,12.511,22.635,12.46,21.75,12.87,22.997,10.68,21.974,12.649,22.501,15.453,22.842,12.955,21.734,11.206,21.438,14.521,22.65,12.505,22.871,12.646,22.864,11.425,22.308,12.16,22.302,10.734,22.697,13.879,22.959,12.98,22.134,11.654,22.7,12.945,22.994,13.948,22.961,14.13,22.461,11.387,23.093,14.692,22.164,12.346,22.946,14.578,22.104,11.915,22.338,12.345,22.41,13.881,21.567,13.451,22.438,11.96,21.398,13.933,21.781,14.913,23.327,12.905,22.281,12.271,22.237,16.174,22.839,12.668,22.213,11.668
"Jan 1, 2011",21.861,12.978,20.067,12.002,22.527,14.687,23.249,15.066,19.867,15.139,20.65,14.41,20.289,12.632,22.067,13.617,19.747,14.413,22.149,15.561,21.755,13.68,21.317,14.878,20.438,12.4,21.795,13.707,19.873,11.345,20.18,12.283,21.959,13.514,19.615,11.704,20.837,11.82,21.529,13.415,21.529,13.415,22.021,14.012,20.826,13.016,20.552,13.649,20.959,13.215,20.493,12.65,20.837,13.613,21.255,14.466,20.445,13.092,19.903,12.345,20.995,14.394,20.816,12.732,21.174,13.016,20.853,12.011,20.054,12.083,20.014,11.836,22.631,14.271,21.571,13.104,19.861,11.978,20.527,13.26,22.13,13.976,21.746,13.191,20.602,12.04,22.862,14.513,20.815,12.547,21.524,14.33,20.112,12.432,20.372,12.461,21.936,14.142,20.604,13.59,20.539,12.371,20.879,15.496,20.281,15.376,21.355,13.308,20.312,12.62,21.83,16.136,20.778,12.621,19.196,11.533
"Jan 9, 2011",21.528,11.73,19.767,9.591,21.523,12.408,21.987,13.025,19.654,13.602,20.343,13.329,,10.068,21.404,12.007,19.181,13.287,20.956,12.484,21.165,13.28,20.603,14.062,20.439,9.874,22.568,12.863,19.058,9.171,20.965,10.172,22.377,12.358,19.684,8.943,21.278,11.421,21.581,12.377,21.581,12.377,22.687,12.848,19.593,10.712,21.303,12.194,20.383,12.669,21.425,10.824,19.436,11.065,21.344,12.996,21.313,10.927,20.685,10.111,20.832,13.31,20.638,10.838,21.407,12.154,21.829,11.198,20.143,10.864,20.974,9.749,22.613,12.4,20.996,11.777,18.775,9.223,21.942,12.305,21.124,12.659,21.962,12.634,20.523,9.875,22.676,12.718,19.08,9.742,21.278,12.996,20.678,10.762,19.544,9.343,21.2,13.593,20.332,12.9,20.814,11.286,19.792,12.705,20.254,13.956,20.519,11.643,20.352,10.851,20.92,13.875,20.103,11.04,,8.235
"Jan 17, 2011",20.89,11.522,20.297,10.908,23.026,12.128,19.625,11.608,20.439,14.382,20.582,12.826,18.977,10.036,19.112,12.004,20.543,13.5,21.594,12.21,22.467,12.718,21.597,13.291,19.235,10.49,20.611,12.569,20.189,10.782,20.953,11.357,21.319,12.089,20.31,9.766,20.443,10.784,19.893,11.887,19.893,11.887,19.982,12.489,19.385,10.87,21.185,13.35,21.513,12.227,20.986,11.826,20.464,10.762,19.112,13.196,19.589,10.482,20.532,10.945,21.164,12.318,20.237,10.096,20.393,11.755,20.867,11.199,20.013,10.324,20.975,10.746,19.88,11.541,20.12,11.029,19.303,10.852,20.489,12.103,20.91,12.204,20.271,12.191,19.888,11.028,19.133,12.771,20.067,10.104,22.204,12.339,20.36,10.909,20.873,9.901,22.486,12.865,21.357,12.684,20.39,10.999,19.963,12.275,21.017,14.83,19.405,11.524,19.505,11.097,18.663,13.159,19.568,10.995,20.944,9.46
"Jan 25, 2011",23.706,14.422,22.837,13.127,25.57,14.629,23.17,14.012,22.258,16.484,22.822,15.529,22.166,13.027,22.704,14.901,22.197,16.025,24.015,14.533,24.281,15.216,23.445,15.769,23.062,13.547,23.481,15.161,22.4,12.752,22.994,13.684,24.335,15.152,23.992,12.321,23.239,13.541,23.192,14.6,23.192,14.6,23.029,14.951,22.513,14.104,23.14,15.969,23.601,15.282,23.114,14.388,23.858,13.087,22.037,15.801,21.519,13.505,22.719,13.25,23.741,15.148,21.72,12.961,23.172,14.615,23.294,14.225,22.916,12.741,22.935,13.231,22.815,13.685,22.841,13.579,23.324,13.307,23.432,15.033,23.75,14.98,23.035,15.161,22.772,13.346,22.71,15.505,22.292,12.525,24.894,14.979,22.882,13.397,23.018,11.979,24.416,15.323,23.158,15.442,22.696,13.57,22.403,14.295,22.651,16.872,22.723,14.681,22.618,13.928,22.132,15.421,22.771,13.856,23.409,10.947
"Feb 2, 2011",25.909,16.703,24.916,15.47,27.431,16.188,25.366,16.201,23.982,18,24.623,17.123,24.601,15.818,24.734,17.532,23.907,17.236,26.031,15.62,26.23,16.574,25.256,17.572,24.946,16.28,25.564,17.842,24.936,15.267,24.96,15.912,26.014,17.827,25.129,15.444,25.417,15.524,25.477,16.702,25.477,16.702,25.205,17.444,24.844,16.774,24.979,18.095,25.392,16.738,25.088,16.546,25.56,15.16,24.152,18.074,24.336,15.877,25.017,15.235,25.632,16.923,24.502,15.494,25.257,16.557,25.228,16.201,25.363,15.136,24.683,15.41,25.323,16.273,24.839,15.689,24.499,16.323,25.321,16.756,25.783,17.245,25.229,17.478,24.574,15.559,24.523,17.957,24.411,15.76,26.889,16.542,25.141,15.688,25.041,14.846,26.695,16.753,24.813,16.73,25.056,15.579,24.262,16.007,24.292,18.449,24.697,17.127,25.087,16.493,24.047,17.438,25.264,16.459,25.015,13.763
"Feb 10, 2011",26.08,17.98,25.751,16.016,27.963,16.488,25.296,15.584,25.506,19.134,25.434,18.419,23.759,16.017,24.697,17.99,25.215,19.01,26.443,16.048,27.248,18.261,25.85,19.194,25.052,17.34,25.267,18.256,25.791,15.744,26.296,16.515,25.632,18.205,24.429,16,26.261,16.766,25.381,17.717,25.381,17.717,25.502,17.195,24.59,17.492,26.345,18.522,26.14,18.267,26.613,17.172,25.938,15.027,24.065,18.029,24.239,15.998,26.198,15.9,26.07,18.432,23.851,15.644,25.854,17.826,26.416,17.014,26.254,16.719,25.605,16.287,25.722,15.911,24.896,17.037,24.971,16.819,26.455,17.952,25.845,18.365,24.967,17.976,25.493,16.157,23.947,17.806,23.809,15.733,27.016,17.236,26.426,16.754,23.606,15.094,27.473,18.578,25.965,18.234,26.27,16.713,24.798,15.991,25.944,19.649,23.995,17.474,25.565,17.79,23.511,16.741,25.285,17.741,24.059,14.435
"Feb 18, 2011",26.971,16.762,26.083,15.646,28.685,17.798,28.056,16.556,24.401,17.796,25.409,17.347,25.375,16.375,26.179,17.813,24.449,17.435,28.22,17.285,27.794,16.426,25.89,18.702,25.5,17.175,25.746,18.026,26.308,15.327,24.676,15.663,25.925,17.965,25.358,16.732,26.363,14.972,26.931,16.922,26.931,16.922,26.699,17.323,25.643,16.908,24.824,17.074,26.551,16.729,25.342,16.002,28.049,16.242,24.756,17.698,25.13,16.131,25.538,14.763,25.778,17.983,25.525,15.594,26.428,16.138,26.232,15.66,26.777,15.937,24.884,15.264,27.717,16.843,25.044,15.694,25.541,17.146,25.476,16.254,26.595,17.673,26.254,17.906,24.38,15.279,25.625,18.13,25.519,16.285,27.075,17.175,26.166,15.503,25.913,14.973,28.212,16.887,25.523,16.838,26.178,14.986,26.607,17.392,24.428,18.058,25.952,17.258,25.578,17.025,25.308,17.6,26.126,17.146,25.542,15.093
"Feb 26, 2011",29.346,17.779,28.88,16.4,31.056,17.65,29.394,17.211,26.911,18.423,27.275,17.923,27.216,17.767,27.229,18.385,26.636,18.211,30.672,17.319,29.57,17.195,27.547,19.196,27.102,18.708,27.025,18.134,28.852,15.879,28.929,16.077,27.882,18.064,27.12,17.786,30.368,16.109,28.852,17.301,28.852,17.301,28.09,17.431,27.162,18.009,28.129,17.366,28.468,17.477,29.377,16.34,30.375,16.272,26.063,17.799,27.392,17.79,29.229,15.372,27.579,18.165,27.563,17.217,29.202,16.969,30.169,16.424,29.116,17.22,28.801,15.712,29.461,17.006,28.575,16.427,27.107,17.661,29.301,16.872,28.816,18.34,27.613,17.807,28.103,15.957,26.262,18.354,27.146,17.441,29.352,17.229,29.432,16.508,28.747,16.377,30.059,17.634,27.801,17.431,30.186,16.189,28.997,17.428,27.072,18.969,26.459,18.262,27.728,18.209,26.3,17.928,27.938,18.003,27.448,16.344
