Date,LST_Day_1km_Dhaka,LST_Night_1km_Dhaka,LST_Day_1km_Rajshahi,LST_Night_1km_Rajshahi,LST_Day_1km_Chattogram,LST_Night_1km_Chattogram,LST_Day_1km_Sylhet,LST_Night_1km_Sylhet,LST_Day_1km_Khulna,LST_Night_1km_Khulna,LST_Day_1km_Barishal,LST_Night_1km_Barishal,LST_Day_1km_Rangpur,LST_Night_1km_Rangpur,LST_Day_1km_Mymensingh,LST_Night_1km_Mymensingh,LST_Day_1km_Bagerhat,LST_Night_1km_Bagerhat,LST_Day_1km_Bandarban,LST_Night_1km_Bandarban,LST_Day_1km_Barguna,LST_Night_1km_Barguna,LST_Day_1km_Bhola,LST_Night_1km_Bhola,LST_Day_1km_Bogura,LST_Night_1km_Bogura,LST_Day_1km_Brahmanbaria,LST_Night_1km_Brahmanbaria,LST_Day_1km_Chapainababganj,LST_Night_1km_Chapainababganj,LST_Day_1km_Chuadanga,LST_Night_1km_Chuadanga,LST_Day_1km_Cumilla,LST_Night_1km_Cumilla,LST_Day_1km_Dinajpur,LST_Night_1km_Dinajpur,LST_Day_1km_Faridpur,LST_Night_1km_Faridpur,LST_Day_1km_Gazipur,LST_Night_1km_Gazipur,LST_Day_1km_Gopalganj,LST_Night_1km_Gopalganj,LST_Day_1km_Habiganj,LST_Night_1km_Habiganj,LST_Day_1km_Jamalpur,LST_Night_1km_Jamalpur,LST_Day_1km_Jashore,LST_Night_1km_Jashore,LST_Day_1km_Jhalokati,LST_Night_1km_Jhalokati,LST_Day_1km_Jhenaidah,LST_Night_1km_Jhenaidah,LST_Day_1km_Khagrachhari,LST_Night_1km_Khagrachhari,LST_Day_1km_Kishoreganj,LST_Night_1km_Kishoreganj,LST_Day_1km_Kurigram,LST_Night_1km_Kurigram,LST_Day_1km_Kushtia,LST_Night_1km_Kushtia,LST_Day_1km_Lakshmipur,LST_Night_1km_Lakshmipur,LST_Day_1km_Lalmonirhat,LST_Night_1km_Lalmonirhat,LST_Day_1km_Madaripur,LST_Night_1km_Madaripur,LST_Day_1km_Magura,LST_Night_1km_Magura,LST_Day_1km_Manikganj,LST_Night_1km_Manikganj,LST_Day_1km_Meherpur,LST_Night_1km_Meherpur,LST_Day_1km_Moulvibazar,LST_Night_1km_Moulvibazar,LST_Day_1km_Munshiganj,LST_Night_1km_Munshiganj,LST_Day_1km_Naogaon,LST_Night_1km_Naogaon,LST_Day_1km_Narail,LST_Night_1km_Narail,LST_Day_1km_Narayanganj,LST_Night_1km_Narayanganj,LST_Day_1km_Narsingdi,LST_Night_1km_Narsingdi,LST_Day_1km_Natore,LST_Night_1km_Natore,LST_Day_1km_Netrakona,LST_Night_1km_Netrakona,LST_Day_1km_Nilphamari,LST_Night_1km_Nilphamari,LST_Day_1km_Noakhali,LST_Night_1km_Noakhali,LST_Day_1km_Pabna,LST_Night_1km_Pabna,LST_Day_1km_Panchagarh,LST_Night_1km_Panchagarh,LST_Day_1km_Patuakhali,LST_Night_1km_Patuakhali,LST_Day_1km_Pirojpur,LST_Night_1km_Pirojpur,LST_Day_1km_Rajbari,LST_Night_1km_Rajbari,LST_Day_1km_Rangamati,LST_Night_1km_Rangamati,LST_Day_1km_Satkhira,LST_Night_1km_Satkhira,LST_Day_1km_Sherpur,LST_Night_1km_Sherpur,LST_Day_1km_Sirajganj,LST_Night_1km_Sirajganj,LST_Day_1km_Sunamgan,LST_Night_1km_Sunamgan,LST_Day_1km_Tangail,LST_Night_1km_Tangail,LST_Day_1km_Thakurgaon,LST_Night_1km_Thakurgaon
"Dec 11, 2018",26.259,15.286,25.297,14.639,25.646,16.1,25.816,17.69,23.934,17.444,24.191,16.689,25.522,14.409,25.585,16.025,23.552,17.14,25.417,18.232,24.357,16.192,23.56,17.489,25.547,14.897,26.512,15.818,25.408,13.839,24.891,14.656,25.734,15.709,26.379,13.696,26.542,14.849,25.24,15.6,25.24,15.6,26.191,16.623,24.887,15.03,25.668,15.99,24.17,15.845,25.776,14.947,24.591,15.697,25.551,16.983,24.287,14.859,25.567,14.695,23.822,17.168,25.805,13.749,26.275,15.396,26.467,15.02,24.876,14.709,25.675,14.538,25.602,17.167,26.327,15.091,25.845,14.476,25.748,16.008,26.509,16.185,25.8,15.635,25.405,14.738,25.964,17.048,25.622,13.994,24.61,16.82,25.567,14.55,26.647,13.685,24.133,16.61,23.935,16.354,25.608,15.223,23.851,17.874,24.25,17.65,25.626,15.294,24.763,14.739,24.918,18.672,25.182,14.636,27.829,13.119
"Dec 19, 2018",23.581,14.26,21.446,13.722,24.454,15.224,23.804,15.83,21.498,15.695,22.335,14.814,22.674,13.919,23.684,15.235,21.313,14.893,23.071,16.275,22.9,14.219,22.673,15.926,22.367,14.224,23.846,15.322,21.448,12.722,21.827,12.988,24.078,14.79,22.599,13.383,22.959,13.429,23.577,14.896,23.577,14.896,23.741,15.811,22.561,14.43,22.503,14.008,22.538,13.815,22.488,13.269,23.394,14.138,23.764,15.83,22.587,14.535,21.939,13.37,22.55,15.484,23.654,13.791,23.163,13.942,22.917,13.199,22.068,13.725,21.932,12.93,23.203,15.479,23.306,14.121,21.655,13.588,22.68,14.23,23.775,15.067,23.512,15.065,22.368,13.767,24.206,15.75,22.824,13.525,23.524,15.252,22.236,13.689,23.653,13.409,23.104,14.895,22.114,14.118,22.192,13.839,22.293,16.352,21.683,15.937,23.505,14.795,22.127,13.983,23.607,16.814,22.814,13.976,23.036,12.743
"Dec 27, 2018",23.258,12.209,20.686,11.286,23.035,13.333,23.196,13.983,20.596,14.131,21.881,13.505,21.918,10.535,22.73,12.968,20.586,13.637,21.406,13.288,22.555,12.929,21.971,14.849,21.791,11.296,22.682,13.447,20.564,10.274,20.956,10.835,23.51,12.968,22.432,9.916,22.773,11.323,22.722,12.915,22.722,12.915,22.75,13.831,22.29,11.594,21.949,12.245,22.222,12.237,21.99,11.249,21.965,12.414,22.106,13.94,21.441,11.61,21.317,11.116,21.796,14.306,22.364,10.532,22.572,12.106,22.863,11.205,21.751,11.23,20.961,10.633,22.139,13.579,22.827,12.297,21.072,10.873,22.074,12.43,23.302,13.266,22.604,13.036,21.547,11.489,23.557,13.784,21.858,10.426,22.867,14.06,21.708,11.211,22.798,10.105,22.904,13.411,21.627,12.875,22.111,11.621,20.72,14.045,20.531,14.11,22.935,11.819,21.7,11.435,22.797,15.028,22.463,11.427,22.483,9.468
"Jan 1, 2019",24.151,13.154,22.431,12.196,24.782,14.29,23.301,14.353,22.027,14.794,23.024,14.142,22.667,11.727,22.966,13.777,22.018,14.335,23.796,14.558,24.038,13.342,23.419,14.973,23.184,12.259,23.723,14.396,22.468,11.177,22.796,11.901,24.18,13.848,23.843,10.978,23.96,12.124,23.182,13.811,23.182,13.811,23.069,14.617,23.227,12.243,23.493,13.494,23.657,13.009,23.636,12.449,23.17,13.473,22.485,15.026,22.406,12.128,22.868,12.13,23.203,14.448,23.229,11.115,23.723,12.909,24.112,12.337,22.635,12.073,22.858,11.768,22.424,14.14,23.629,12.862,23.539,11.912,23.548,13.603,24.242,13.865,23.145,13.815,23.097,12.809,23.379,14.635,22.768,10.835,23.899,14.535,23.028,12.219,24.13,10.425,24.291,13.951,23.083,13.57,23.067,12.662,22.143,14.878,22.15,14.959,23.636,12.718,22.875,12.343,22.887,15.563,23.277,12.334,24.213,10.537
"Jan 9, 2019",23.78,13.277,22.392,12.806,23.525,14.324,23.486,14.881,21.393,14.938,21.662,14.393,23.13,12.299,23.193,14.159,20.988,14.515,22.305,14.316,22.812,13.744,22.101,15.072,23.391,12.829,23.536,14.428,22.532,11.977,22.44,12.422,23.274,13.886,24.666,11.545,22.858,12.313,22.995,13.907,22.995,13.907,23.134,14.864,23.008,12.769,23.058,14.106,22.163,13.493,22.986,13.072,22.477,13.472,22.703,15.134,22.701,12.652,22.375,12.267,22.175,14.596,22.846,12.212,22.236,13.119,23.232,12.722,22.534,12.089,22.326,11.86,22.547,14.615,22.598,12.795,23.642,12.82,22.66,13.878,23.825,13.771,22.92,13.925,22.585,13.541,23.838,15.043,23.298,11.822,22.676,14.562,22.562,12.484,24.647,11.491,23.117,14.082,21.545,13.977,22.349,12.722,21.278,14.776,21.851,15.077,23.548,13.575,22.746,12.726,23.1,15.888,22.923,12.84,24.119,11.02
"Jan 17, 2019",24.65,15.33,22.888,14.092,25.243,14.435,24.054,15.012,22.779,15.304,23.367,15.229,22.863,13.79,23.522,15.918,22.529,14.943,23.984,14.277,24.839,14.039,23.95,15.522,24.354,14.518,24.681,15.736,22.786,13.741,23.172,13.914,25.306,15.16,24.91,12.897,24.51,13.913,24.165,15.498,24.165,15.498,23.838,15.662,23.626,14.486,24.048,15.044,23.863,14.361,23.985,14.473,23.896,13.954,23.042,16.292,22.878,13.756,23.359,13.642,24.073,15.287,22.454,13.161,23.84,14.54,24.717,14.236,23.652,14.033,23.428,13.385,23.358,15.124,23.701,14.233,24.41,14.583,24.172,14.751,24.884,15.206,23.99,15.516,23.593,14.814,23.363,16.225,23.227,12.852,24.624,15.144,23.972,14.009,24.465,12.157,24.855,14.588,23.407,14.556,24.207,14.325,22.643,14.792,23.044,15.548,23.598,15.373,23.695,14.62,23.263,16.167,23.772,14.95,23.774,11.989
"Jan 25, 2019",24.645,14.969,22.587,14.238,26.802,15.247,24.578,14.911,23.107,15.639,24.374,15.612,23.054,14.431,23.796,15.893,23.052,15.321,26.308,15.678,26.564,14.373,24.664,16.059,23.694,14.833,24.87,15.948,22.661,14,23.014,14.035,25.835,15.431,22.947,13.66,25.254,13.245,23.802,15.238,23.802,15.238,24.471,15.772,24.642,14.708,23.5,15.824,24.806,14.87,23.744,14.861,25.668,14.278,22.715,16.088,23.41,14.783,23.187,13.372,24.969,15.786,22.775,13.869,23.856,14.403,24.137,14.26,23.114,13.358,23.094,13.248,24.649,15.057,23.174,13.699,23.085,15.169,24.087,14.936,25.702,15.061,23.911,15.744,23.059,14.651,23.93,16.005,22.109,13.807,25.612,15.396,23.482,13.726,23.728,12.904,26.582,14.987,24.015,14.974,24.268,13.828,24.076,15.803,23.211,15.948,24.811,15.508,23.808,14.493,22.915,15.766,23.505,14.812,23.376,12.442
"Feb 2, 2019",25.843,14.71,23.753,14.045,26.553,15.214,24.763,15.098,24.046,15.274,25.271,14.667,23.942,14.864,24.322,16.391,23.973,14.731,25.409,14.864,28,13.57,25.34,15.729,23.971,14.956,25.014,16.093,24.132,13.833,24.207,14.184,25.496,15.389,24.772,14.383,25.944,12.841,25.17,15.074,25.17,15.074,24.774,15.581,24.16,15.251,24.944,15.924,25.761,14.098,24.92,14.892,26.07,14.786,23.974,16.328,23.458,14.87,24.334,13.033,25.395,15.571,23.195,14.423,25.041,13.498,25.657,13.902,24.968,12.82,23.973,13.349,24.816,15.06,24.699,13.339,23.773,15.355,25.397,14.005,26.336,14.845,24.868,15.71,23.825,14.397,23.922,16.82,23.349,14.718,25.705,15.057,25.286,13.253,24.885,13.361,27.613,14.24,25.289,14.219,25.431,13.343,24.216,15.68,24.368,16.261,23.863,16.165,24.646,14.658,23.52,15.786,24.864,14.865,24.351,12.828
"Feb 10, 2019",25.909,15.59,22.734,15.705,27.557,16.627,26.066,15.077,24.085,16.6,25.235,16.164,22.071,16.255,24.155,16.317,23.964,16.14,26.818,16.414,28.257,15.141,25.447,17.145,22.594,16.576,25.54,16.717,22.588,15.509,23.112,15.061,25.531,16.887,22.315,16.424,25.843,14.04,25.195,15.648,25.195,15.648,25.209,15.798,22.939,16.404,25.224,16.788,25.161,15.606,25.064,15.669,27.001,15.341,23.857,16.015,22.824,16.205,23.711,14.563,25.095,16.652,21.842,15.604,25.363,14.973,25.399,14.862,25.056,14.425,23.734,14.713,25.286,15.137,25.001,14.367,22.317,16.852,25.707,15.127,26.876,15.751,25.587,16.135,23.057,15.485,24.089,16.334,21.678,16.072,26.056,16.217,24.408,14.507,22.907,14.859,28.221,15.7,24.9,15.669,25.001,14.307,25.281,16.636,24.287,17.316,22.86,16.807,23.703,16.126,24.263,15.321,24.331,15.936,22.458,15.017
"Feb 18, 2019",27.784,17.23,26.397,17.1,27.894,18.638,25.248,16.512,25.316,19.635,26.041,19.213,24.407,17.261,23.856,17.974,24.905,19.781,28.246,17.553,29.703,19.499,26.098,20.414,25.101,17.873,25.817,17.784,26.717,16.856,26.73,16.506,26.124,18.593,24.914,17.413,27.623,16.134,26.67,16.797,26.67,16.797,25.645,17.434,23.941,17.699,26.753,18.904,26.85,19.12,27.342,17.106,26.014,16.821,23.36,17.22,24.732,17.275,26.624,15.928,25.597,19.46,24.234,16.771,28.268,17.472,27.33,16.29,25.79,16.215,27.047,16.114,25.771,16.958,27.367,17.063,25.442,17.995,27.272,17.65,27.059,17.546,25.365,17.467,25.238,16.354,23.857,17.951,24.38,17.023,26.08,19.056,26.656,16.324,27.395,15.903,29.406,19.771,25.523,19.231,26.469,16.112,25.714,17.77,25.527,20.159,22.87,18.071,25.155,17.216,23.902,16.74,24.604,17.081,25.014,16.03
"Feb 26, 2019",24.415,15.28,24.374,16.495,26.528,16.623,25.88,15.068,23.606,18.432,23.789,16.596,24.375,16.874,24.195,16.464,23.578,17.895,27.286,15.924,25.062,17.612,23.864,18.406,24.653,16.909,23.977,15.938,23.897,16.207,23.978,15.377,24.077,16.388,24.216,17.205,24.369,15.023,24.703,15.264,24.703,15.264,24.484,15.384,25.07,16.499,24.083,17.299,24.888,16.726,24.157,15.852,26.282,15.638,23.271,15.658,24.898,16.383,24.494,15.141,23.461,17.133,24.868,16.225,24.014,15.722,24.867,15.536,23.964,15.72,24.429,15.121,25.624,14.787,23.875,14.505,23.564,16.883,24.512,16.724,25.317,15.719,24.287,15.732,24.556,16.309,23.799,15.781,24.185,17.065,24.674,16.58,24.695,15.595,26.758,15.638,24.848,17.796,24.269,16.781,24.274,15.613,25.284,16.057,23.695,18.896,23.941,16.737,24.447,16.49,23.929,15.163,24.404,15.796,24.997,16.054
"Mar 6, 2019",27.592,18.581,28.465,18.571,28.721,19.95,28.36,17.954,25.911,21.3,26.884,20.378,27.317,16.877,26.505,17.844,26.143,20.796,28.305,18.474,28.536,20.591,27.674,21.585,27.625,18.1,25.663,18.763,28.46,17.812,28.176,18.747,26.729,19.699,27.003,17.33,28.718,18.911,27.554,17.507,27.554,17.507,26.412,18.664,27.028,17.584,27.027,20.845,28.249,20.059,28.131,19.375,28.254,18.762,25.301,17.96,26.875,17,29.349,18.143,26.68,20.871,26.663,16.173,26.851,19.63,28.807,19.253,27.675,18.378,29.034,18.042,27.41,18.538,26.894,18.422,27.053,18.393,27.317,20.25,27.083,19.144,26.355,18.308,28.372,17.32,25.683,17.881,26.474,16.651,27.787,20.386,29.417,17.838,29.097,15.952,28.502,20.913,27.403,20.276,28.72,18.717,27.219,19.159,26.279,21.99,26.388,17.686,26.993,17.897,26.498,17.621,27.31,17.489,27.862,16.453
"Mar 14, 2019",30.711,21.698,30.177,20.967,30.251,21.804,29.796,19.627,27.608,23.025,28.929,22.921,28.635,19.448,27.026,20.883,27.596,22.819,30.858,20.247,29.85,22.738,27.971,23.65,28.233,20.813,28.772,22.065,30.395,20.018,28.797,21.992,29.386,22.689,27.468,19.666,31.947,21.796,29.213,21.131,29.213,21.131,28.309,20.929,27.994,19.987,27.681,23.071,29.507,23.084,29.311,22.331,30.216,20.92,27.054,20.903,28.735,19.29,31.061,21.109,27.997,23.512,28.183,18.591,30.256,22.658,31.003,22.505,29.774,21.356,31.366,21.513,29.279,20.785,30.104,21.878,27.89,20.526,28.894,22.789,29.859,22.319,28.796,21.638,29.725,20.45,26.033,20.589,26.949,18.943,29.21,22.839,30.895,20.931,30.114,18.377,29.483,23.226,28.625,22.556,31.524,21.622,29.355,21.033,27.496,23.46,26.304,20.326,28.082,20.573,26.949,19.914,28.166,20.385,28.563,18.485
"Mar 22, 2019",31.152,20.711,31.402,20.06,31.711,20.893,29.832,19.398,28.366,22.519,29.157,21.196,28.546,19.118,27.863,20.765,28.844,22.196,32.428,20.274,31.384,21.526,29.297,22.755,28.575,20.448,28.574,20.9,30.989,19.281,30.942,19.405,29.353,21.309,27.731,18.992,33.221,19.865,30.157,20.728,30.157,20.728,28.296,20.392,28.747,19.685,28.713,20.908,29.838,21.393,30.808,19.874,32.387,19.574,27.457,20.644,29.255,18.682,32.945,19.649,29.017,21.962,28.406,18.483,31.551,20.34,32.252,20.199,30.56,20.257,32.498,19.23,29.559,19.785,30.841,19.97,28.688,19.619,30.552,20.607,30.395,20.781,28.996,21.009,31.461,19.777,26.984,20.334,27.294,18.755,30.233,21.363,32.794,20.015,28.78,18.267,30.895,21.879,29.535,21.491,33.132,19.851,31.544,20.454,28.181,23.165,27.167,19.888,29.373,20.156,28.388,19.639,29.304,20.129,28.563,18
"Mar 30, 2019",27.467,22.92,27.276,21.645,28.555,21.616,27.715,19.021,27.505,23.814,26.954,21.842,26.2,19.787,24.777,19.471,26.256,23.473,30.897,21.619,29.091,23.509,27.417,23.544,25.025,19.602,25.277,22.858,27.991,21.218,29.58,23.095,26.212,22.425,25.883,20.199,28.523,21.687,25.695,22.375,25.695,22.375,25.844,21.505,25.382,20.057,26.904,23.471,27.802,21.596,27.903,22.467,27.536,21.189,24.526,20.164,24.958,19.252,29.034,22.316,27.031,23.155,25.528,18.861,26.62,20.979,29.124,21.595,27.115,22.321,30.451,22.72,26.296,21.68,27.46,21.155,25.848,20.622,28.461,21.73,27.094,22.649,25.267,22.437,27.355,20.783,24.904,19.929,25.424,18.648,27.973,22.961,28.116,20.869,26.554,19.242,28.886,23.1,27.354,22.463,29.576,22.022,28.38,21.695,28.068,24.368,25.074,20.01,24.751,19.465,26.628,19.198,24.878,19.855,26.529,19.931
"Apr 7, 2019",29.852,21.63,27.278,21.292,29.988,21.234,28.377,21.735,28.497,22.334,27.7,20.91,25.982,22.081,27.359,22,28.616,21.916,30.753,20.958,29.905,21.599,29.079,22.444,27.585,21.866,29.289,22.193,27.188,20.741,28.519,21.399,29.314,21.951,25.535,21.463,29.645,21.325,29.092,21.756,29.092,21.756,28.305,22.092,26.733,21.941,27.621,21.385,28.861,20.523,27.766,21.249,30.089,20.27,27.291,21.694,26.509,22.078,28.611,20.722,28.789,21.929,26.393,21.327,28.723,20.847,28.94,21.022,28.426,21.092,28.826,21.258,30.201,22.183,28.994,21.983,24.991,22.144,28.543,20.462,29.312,22.169,28.612,21.773,28.007,21.147,26.547,21.851,25.587,20.168,29.734,21.482,29.132,20.76,26.812,19.921,29.914,21.55,29.003,21.24,29.456,21.068,29.528,21.041,27.735,22.797,26.09,22.383,27.647,21.004,27.609,21.674,28.004,21.046,26.232,20.503
"Apr 15, 2019",31.145,23.518,30.366,22.954,31.576,24.19,28.539,22.444,29.248,24.28,28.781,23.581,27.991,22.753,28.582,22.538,28.956,23.885,33.899,23.425,30.066,23.388,28.823,24.47,29.207,22.461,29.639,23.504,30.965,22.979,31.071,22.448,29.694,24.003,27.226,22.604,32.299,23.427,30.19,23.206,30.19,23.206,28.383,22.67,29.025,22.187,29.368,23.461,28.884,23.774,30.892,23.387,31.945,23.208,28.231,22.456,27.812,22.637,30.353,22.833,28.663,24.232,28.502,22.171,30.783,23.606,31.339,23.376,30.093,23.441,30.585,22.455,28.959,22.715,30.761,23.54,28.985,22.176,30.453,23.335,30.833,23.85,29.208,23.088,31.104,22.705,27.695,22.256,27.425,22.233,30.36,24.204,30.599,22.908,28.373,21.739,29.612,23.776,28.642,23.896,32.091,23.517,31.273,23.923,29.362,24.639,27.37,22.244,29.782,22.546,27.411,22.609,29.575,22.502,28.156,21.868
"Apr 23, 2019",32.272,25.25,31.256,24.777,32.713,24.067,31.662,22.34,30.303,25.214,30.506,25.008,29.426,23.305,30.285,23.222,30.273,24.785,34.385,23.38,32.043,24.617,30.789,25.354,30.024,23.487,31.117,24.168,31.309,24.422,32.966,25.599,31.179,24.345,28.213,23.601,31.748,25.24,31.388,24.769,31.388,24.769,31.285,23.239,30.13,23.319,30.488,25.372,30.8,24.556,31.804,25.299,32.796,23.253,30.306,22.774,29.062,22.998,32.807,25.517,30.647,25.157,29.817,23.077,31.872,25.098,30.986,25.022,30.068,25.228,33.877,25.849,31.426,22.863,32.189,24.697,29.756,23.731,30.163,25.191,32.025,25.1,30.622,24.368,31.924,24.479,29.591,22.335,29.174,23.134,32.092,24.544,32.035,25.304,30.358,23.013,31.986,24.919,30.458,24.503,32.544,25.692,32.843,23.894,30.387,25.26,29.363,22.96,30.608,23.927,30.312,22.049,30.315,24.026,29.586,23.229
"May 1, 2019",31.279,25.29,30.503,24.254,30.961,24.493,28.925,23.771,29.356,24.628,29.135,24.691,28.306,23.989,29.089,24.612,28.417,24.414,31.598,23.265,29.36,24.965,28.937,25.439,29.963,24.297,29.935,25.156,31.168,23.684,31.588,24.268,30.524,25.238,29.245,22.997,30.34,24.995,30.655,25.206,30.655,25.206,29.543,24.925,28.98,24.108,31.173,24.237,28.616,24.935,31.699,24.375,30.061,23.697,29.005,24.857,26.612,23.384,31.579,24.569,29.144,25.406,27.643,22.861,28.963,24.762,30.518,24.761,29.938,25.08,31.53,24.275,28.62,25.076,30.411,25.016,30.737,23.845,30.475,24.724,31.521,25.359,29.987,25.051,30.76,24.624,28.224,23.86,28.479,22.932,30.465,25.25,30.443,25.019,29.117,22.645,29.45,25.148,28.207,24.762,29.911,25.069,31.369,23.974,29.926,24.452,27.898,23.941,29.863,24.613,28.073,23.067,29.851,24.776,29.684,22.362
"May 9, 2019",29.537,23.799,30.426,23.644,30.349,23.219,29.156,24.078,29.274,25.068,29.299,23.521,28.477,22.218,29.025,21.71,28.712,23.745,31.357,22.289,30.265,23.373,28.91,24.615,28.805,23.611,30.327,22.54,30.882,23.809,32.596,23.221,29.849,22.733,28.785,21.672,28.057,23.903,29.841,23.273,29.841,23.273,30.009,23.232,28.162,22.773,31.372,25.958,30.1,23.423,32.237,24.933,29.873,22.754,28.632,23.327,27,21.924,31.376,23.397,28.784,24.198,28.239,22.185,28.436,23.266,29.939,24.511,27.836,23.771,32.082,22.853,29.814,23.363,29.539,23.995,30.103,23.036,29.245,23.93,30.212,24.271,29.726,23.254,30.26,22.64,27.625,22.319,27.976,21.614,29.767,23.56,28.717,23.233,29.288,21.31,30.067,24.035,29.346,23.427,28.683,24.178,29.551,22.652,29.777,25.398,28.679,20.125,28.116,23.386,27.326,23.577,28.921,22.853,28.773,22.104
"May 17, 2019",30.911,24.14,30.984,24.244,31.045,24.701,29.423,24.546,29.346,24.379,28.38,23.32,28.313,21.585,27.532,24.091,28.926,23.765,31.405,23.103,30.667,24.435,29.409,24.624,29.716,23.687,28.55,24.896,31.929,24.213,30.363,24.195,30.481,23.956,30.594,22.496,28.913,23.828,29.164,24.393,29.164,24.393,29.612,25.228,28.288,23.405,31.047,24.18,28.754,23.077,30.52,24.278,28.906,24.042,28.006,24.758,25.641,20.92,30.116,23.45,30.04,23.811,28.996,21.514,28.237,23.248,30.37,24.411,29.677,23.87,30.534,24.236,27.705,24.74,29.491,23.667,31.651,24.133,29.807,24.321,30.673,23.689,28.737,24.448,30.338,23.985,27.694,24.154,29.199,22.163,31.033,24.183,30.443,23.966,29.068,22.853,30.16,24.568,29.117,23.169,30.168,24.121,29.529,24.099,29.319,24.965,27.634,23.53,30.159,23.424,27.774,24.792,29.702,23.735,29.412,22.974
"May 25, 2019",29.534,24.95,30.884,25.596,29.681,23.9,29.053,24.473,29.371,24.674,28.944,24.851,26.856,24.018,28.699,25.008,28.935,24.541,29.933,21.921,30.014,24.885,29.065,25.247,28.162,24.572,29.684,24.796,31.866,25.886,30.592,25.481,29.659,25.385,28.357,23.797,29.184,24.535,29.791,24.602,29.791,24.602,28.145,24.8,27.206,23.575,31.316,25.396,28.705,24.375,31.36,25.902,29.188,24.043,28.533,24.692,25.79,24.031,30.214,25.806,29.26,25.636,25.06,23.353,28.988,25.115,30.429,25.132,28.53,24.425,30.778,24.717,28.381,24.291,29.17,24.81,30.622,24.72,31.832,24.659,29.638,25.17,30.283,24.53,29.463,25.467,27.175,24.672,25.512,23.735,30.25,25.481,29.723,25.114,28.248,22.904,29.972,24.843,28.356,24.823,28.86,25.306,28.648,23.533,29.774,25.06,26.969,24.28,29.351,24.867,26.799,24.75,29.488,24.454,28.963,23.27
"Jun 2, 2019",28.417,17.771,29.149,25.27,26.444,23.225,27.041,18.058,27.651,25.445,28.636,17.986,27.289,26.001,27.285,17.268,27.889,21.28,25.22,22.215,27.436,22.066,26.845,24.839,28.951,25.537,28.647,21.191,30.632,23.985,28.071,25.92,26.579,21.884,29.031,25.286,28.104,22.446,26.702,20.365,26.702,20.365,29.541,,27.694,24.325,27.657,26.042,28.859,18.867,27.615,25.454,29.796,21.706,29.222,21.752,26.946,25.312,27.239,24.052,25.662,21.507,29.963,24.715,28.465,19.468,27.124,24.812,27.737,18.162,28.138,25.716,25.813,20.984,27.747,17.288,29.763,26.497,28.754,26.171,30.02,17.151,28.164,19.62,28.708,25.439,27.739,15.75,30.292,25.335,25.213,23.337,27.979,22.948,30.507,25.26,26.85,24.787,28.725,18.986,26.245,20.824,29.432,22.6,26.777,26.01,26.338,23.802,28.444,22.148,27.631,,27.552,19.046,30.556,24.576
"Jun 10, 2019",28.906,24.77,30.388,25.712,28.653,23.891,31.06,26.649,29.047,24.206,28.181,25.132,29.689,24.376,29.688,25.385,28.498,24.564,28.939,21.903,28.431,24.258,27.503,25.368,29.664,25.108,29.183,26.645,32.625,25.694,28.786,25.982,29.282,25.795,30.662,24.86,27.672,25.25,29.23,25.832,29.23,25.832,28.78,26.261,29.529,24.584,29.836,25.053,28.672,24.866,29.605,25.047,27.834,23.961,28.436,26.281,29.687,25.359,29.174,25.29,27.983,25.643,31.91,24.768,28.16,24.804,28.486,24.851,29.052,24.526,29.229,26.167,29.01,25.792,28.465,25.332,30.126,25.994,28.758,25.571,29.648,25.942,27.929,26.235,29.116,25.589,28.634,25.457,32.861,25.111,28.675,25.361,29.672,25.154,34.436,25.164,28.689,25.078,28.172,25.046,28.575,24.857,28.025,23.069,29.164,24.979,27.928,24.199,29.465,25.354,27.826,25.786,29.891,24.856,33.513,24.763
"Jun 18, 2019",29.78,25.36,31.443,25.953,29.174,24.693,29.906,25.454,29.081,25.068,25.395,25.302,33.145,25.68,30.572,26.614,26.554,24.964,27.863,23.256,26.295,25.367,29.051,25.296,30.061,26.26,30.883,26.181,31.604,26.237,29.344,25.379,29.891,25.858,33.853,26.174,27.392,24.787,29.915,25.586,29.915,25.586,30.524,26.414,30.375,26.195,30.474,25.84,25.445,25.713,29.86,25.183,28.462,24.017,29.479,26.121,27.438,26.118,30.914,25.285,27.221,25.56,29.913,25.427,25.483,24.669,27.721,25.521,28.596,25.433,33.498,25.552,29.799,25.07,25.004,25.285,30.067,26.589,29.561,25.009,27.872,25.506,30.263,25.555,30.655,26.296,28.508,26.718,32.624,26.042,29.33,25.836,29.549,25.979,32.247,26.565,28.435,24.968,26.933,25.861,28.191,25.472,27.802,23.388,29.396,25.468,31.369,26.003,27.48,26.153,28.021,26.498,29.449,26.257,30.282,26.181
"Jun 26, 2019",26.303,,28.057,,28.9,,29.61,27.254,27.586,25.885,26.831,,30.183,25.702,29.36,26.322,27.606,,28.63,,26.828,21.908,27.466,,19.726,,27.732,27.164,29.306,,31.802,26.354,28.179,,25.766,25.727,27.791,,23.133,,23.133,,28.812,27.218,28.074,25.32,31.16,,26.552,,26.001,26.11,28.739,,25.784,26.67,28.159,24.73,28.458,26.348,23.199,,25.729,,27.746,,28.267,,26.468,,28.539,,29.572,26.805,24.538,,29.563,,28.326,,25.781,,25.965,,27.982,,24.912,26.49,25.873,26.227,26.782,,27.515,,32.254,25.899,27.44,,28.232,,29.272,,27.636,,28.564,,30.811,26.188,28.269,,24.259,26.343,29.09,,,25.737
"Jul 4, 2019",23.05,,26.266,,,,,,,,,,1.063,,,,,,,,,,,,,,26.204,,28.444,,,,25.124,,,,24.104,,,,,,,,,,20.519,,,,25.028,,17.878,,,,21.938,21.627,26.43,,,,,22.236,,,,,25.153,,25.534,,,,22.812,,,,,,,,,,,,22.95,,,,26.682,,26.579,,,,,,,,24.7,,20.338,,26.831,,,,,,,,,,,
"Jul 12, 2019",30.789,,31.697,26.129,30.161,24.382,26.529,26.149,31.24,25.668,30.153,26.177,30.625,24.689,30.771,25.139,30.458,25.37,28.94,,30.368,26.128,29.138,25.779,30.612,25.462,26.241,,32.067,,32.003,,,26.009,31.37,25.041,30.23,24.285,30.639,25.822,30.639,25.822,28.807,26.671,27.896,24.416,32.831,26.09,31.348,26.063,32.74,25.682,30.158,22.329,25.939,24.604,26.13,23.647,30.526,,29.177,,24.68,25.16,30.361,,31.074,24.414,28.715,25.191,32.14,,29.716,26.511,29.949,,31.798,24.067,31.629,25.799,31.957,,29.665,,31.033,26.93,26.788,26.262,30.457,25.344,28.596,26.191,30.183,26.311,29.337,24.682,29.848,26.044,29.78,26.193,29.833,26.321,27.883,21.894,31.522,26.249,29.77,25.62,28.331,23.075,26.532,25.592,29.646,25.122,29.36,24.329
"Jul 20, 2019",28.47,26.647,28.561,27.001,24.51,25.951,,20.812,27.401,25.294,26.239,26.057,13.136,26.635,,26.787,27.343,24.984,28.869,24.98,28.208,26.088,25.92,26.118,24.352,26.629,27.669,26.81,28.492,26.687,29.216,25.479,29.252,27.069,22.756,27.107,26.704,25.979,,26.677,,26.677,27.528,,27.223,26.194,28.118,26.306,29.039,26.461,28.664,25.88,25.527,24.998,25.402,21.903,23.739,26.903,27.787,25.561,27.409,26.111,18.562,26.804,27.94,26.365,27.987,25.998,26.717,26.587,29.482,25.909,,,26.538,26.417,28.42,27.592,29.523,26.165,27.285,26.282,27.055,25.307,28.431,26.717,25.993,26.949,18.344,26.512,30.558,26.816,27.846,26.625,24.02,26.606,27.744,26.164,28.675,27.151,24.44,26.178,26.133,24.704,27.947,25.667,28.089,21.219,26.43,27.019,25.078,,27.106,27.538,20.591,26.661
